Shuai Yuan	118	3.71	4	4	3	4	3	3	3	4	4	4	3	4	4	3	4	4	4	4	3	3	5	3	4	4	3	4	4	3	4	5	4	3	4	4	3	4	4	4	5	5	4	4	6	5	4	4	3	3	3	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	5	4	4	3	5	3	3	3	4	3	3	3	4	4	4	3	3	4	5	3	3	4	3	3	4	3	4	3	3	3	3	4	4	4	4	
Narly Golestani	25	3.69	4	4	3	4	4	3	3	3	4	5	4	4	4	3	4	4	3	4	4	3	4	3	4	4	3	4	4	3	4	5	4	2	4	4	3	4	4	4	5	5	4	4	5	4	4	4	3	3	3	2	4	4	4	3	4	4	3	5	4	4	4	4	3	4	4	4	4	4	4	4	3	3	4	3	3	3	2	4	4	3	3	4	4	5	3	3	4	3	3	4	3	4	4	3	4	3	4	4	3	4	
Jian-Zhong Li	4	4.57	5	5	5	4	4	5	3	5	5	5	5	5	4	4	5	5	4	4	4	4	6	4	4	5	4	5	5	4	4	6	4	4	5	5	4	5	5	5	6	5	5	5	7	6	5	5	4	4	5	4	5	5	5	4	6	4	2	4	5	5	5	4	4	4	5	5	4	5	3	6	4	4	4	5	4	4	3	5	5	5	4	4	5	6	4	4	5	4	4	5	4	5	4	4	3	5	5	5	4	5	
Wolfgang Utschick	107	3.57	4	4	3	3	3	3	4	3	4	4	5	4	4	4	4	4	4	4	3	3	4	3	4	4	2	4	4	3	3	5	4	2	4	4	3	3	4	3	5	5	4	4	6	4	4	3	3	3	3	3	3	4	4	3	5	4	3	4	4	4	3	4	3	4	4	5	3	4	3	4	3	2	3	3	2	3	2	5	4	4	3	3	3	5	3	2	4	3	3	4	3	4	3	3	3	4	3	4	4	3	
Giuseppe Marino	67	4.09	5	4	4	5	4	4	3	4	4	5	5	4	5	4	4	4	4	5	4	4	5	4	4	4	3	4	5	3	4	5	4	3	4	4	4	4	4	4	5	5	4	5	6	5	4	4	3	3	4	3	4	4	4	4	5	4	4	5	4	4	4	4	3	4	5	5	4	5	4	5	4	3	4	4	3	3	3	5	4	4	4	4	4	6	4	3	4	4	3	4	4	4	4	3	4	4	4	5	3	4	
Ryuichi Sakamoto	22	4.31	4	5	4	5	5	4	4	5	4	5	5	4	5	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	5	5	4	3	5	5	4	4	5	4	5	6	4	5	7	5	4	3	3	4	4	4	4	4	4	4	5	5	4	5	4	4	5	5	3	4	5	5	4	5	5	5	3	4	4	4	4	4	3	5	5	4	4	4	4	6	4	4	4	4	3	4	4	4	5	4	4	4	4	5	4	5	
Hongtao Chen	57	3.93	5	4	4	4	4	4	3	4	4	5	4	4	4	3	4	4	4	4	3	3	5	3	4	4	4	4	4	3	4	5	4	3	5	4	4	4	4	4	4	5	4	4	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	4	4	3	4	4	3	3	4	4	4	4	4	4	5	4	4	4	3	3	4	4	4	4	4	3	4	4	5	4	5	
Aravind K. Joshi	114	3.84	5	5	3	4	3	4	4	4	4	5	5	4	4	4	4	4	4	4	3	3	4	4	2	4	3	4	3	3	4	5	3	3	4	4	4	4	4	4	5	5	4	4	6	4	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	4	3	4	4	5	3	4	3	5	3	3	4	4	3	3	2	5	4	4	3	4	4	5	4	3	4	4	3	4	3	4	4	3	4	4	3	4	4	4	
Alan Ruttenberg	135	3.42	4	4	3	3	4	3	3	3	3	5	4	3	4	3	3	3	3	3	3	3	4	3	4	4	3	4	4	3	3	5	3	2	4	4	3	4	4	3	5	4	3	4	6	4	3	4	3	3	3	2	4	4	3	3	4	4	2	4	3	3	4	3	3	3	4	5	4	3	3	4	3	3	3	3	3	3	2	4	4	3	3	3	3	5	3	3	3	3	2	4	3	3	3	3	4	4	4	3	3	4	
Maria K. Michael	46	4.05	4	4	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	5	4	4	4	3	4	4	3	3	5	4	3	5	4	4	4	4	4	5	5	4	5	6	4	4	4	3	3	4	3	4	4	4	4	5	3	4	4	4	4	4	4	3	4	5	5	4	4	4	5	4	3	4	4	3	4	3	5	4	4	4	4	4	6	4	3	4	4	4	4	4	4	4	4	3	5	4	5	4	4	
Rebecca E. Grinter	119	3.9	5	4	3	5	4	3	4	4	4	5	5	4	5	3	4	4	4	4	4	4	5	4	4	4	3	3	4	3	4	5	3	3	3	4	3	4	4	4	5	5	4	5	6	4	4	4	3	3	4	3	4	4	4	3	5	4	4	4	4	4	4	4	3	3	5	5	3	4	4	5	4	3	4	4	3	3	3	4	4	4	3	4	4	6	3	3	4	3	3	4	4	4	4	4	4	4	3	3	4	4	
Vuk Ercegovac	82	3.89	5	4	4	4	4	4	4	4	4	4	5	4	4	3	4	4	4	4	4	4	5	3	4	4	3	4	4	3	4	5	4	3	5	4	4	4	4	4	5	5	4	4	6	4	4	4	3	3	4	3	4	4	4	3	5	4	3	4	4	4	4	3	3	4	4	5	4	4	4	4	4	3	4	4	3	3	2	5	4	4	3	3	4	5	4	3	4	3	3	4	4	4	4	4	3	4	3	4	4	4	
Charles X. Ling	108	3.78	5	4	4	4	4	4	3	4	4	4	4	4	4	4	4	4	4	4	3	3	5	3	3	4	3	4	4	3	4	4	4	3	4	4	4	4	4	4	5	5	4	4	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	3	4	4	4	3	3	3	4	4	4	4	3	5	4	3	3	4	3	4	3	4	4	4	3	3	3	5	3	3	4	3	3	3	3	4	3	4	3	4	4	4	4	4	
Changsheng Xie	155	3.64	5	4	4	4	3	3	3	4	4	4	3	3	4	3	4	4	4	4	2	3	5	3	3	4	3	4	4	3	3	4	4	3	4	4	4	4	4	4	5	5	3	4	5	5	4	4	3	3	4	3	4	4	4	4	5	4	2	4	4	4	4	3	3	3	4	5	4	4	3	5	3	3	3	3	3	3	2	4	4	4	3	3	3	5	4	3	3	3	3	4	3	4	3	3	2	4	3	4	4	4	
Yao Chen	164	3.71	4	4	3	4	4	4	3	4	4	4	4	4	4	3	4	4	4	4	3	3	5	3	3	4	3	4	4	3	4	4	4	3	4	4	4	4	3	3	4	5	4	4	5	5	4	3	3	3	4	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	4	3	4	3	5	3	3	3	4	3	4	3	4	4	4	3	3	4	5	4	3	4	3	3	4	3	4	4	4	3	3	4	4	4	4	
Ulrike Damm	99	3.6	4	4	4	4	3	4	4	4	4	5	4	4	4	3	4	4	3	4	3	3	5	3	3	4	3	3	4	2	3	5	4	3	4	3	3	4	4	4	4	4	4	4	5	4	4	3	2	2	3	3	4	3	4	3	5	4	2	4	4	4	4	4	3	3	4	4	3	4	3	5	3	3	4	4	3	3	3	5	3	4	3	3	4	5	3	3	4	3	3	4	3	4	3	3	3	4	3	4	3	4	
Hamid Reza Karimi	171	3.73	4	4	4	4	3	3	3	4	4	4	4	4	4	3	4	4	3	3	3	4	5	3	3	4	3	4	4	3	4	5	4	3	4	4	4	4	4	4	4	5	4	3	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	2	3	3	4	4	3	4	3	5	4	3	3	4	3	3	2	4	4	4	3	3	4	5	3	3	4	3	4	4	3	4	3	4	3	4	4	5	4	4	
Leonid Oliker	137	3.44	4	4	3	4	3	2	4	3	4	4	5	3	4	3	4	4	4	4	3	3	4	3	4	4	2	4	4	3	3	5	3	2	4	4	3	3	3	3	4	5	3	4	6	4	4	3	3	3	3	3	4	3	4	3	4	3	3	4	4	4	3	3	3	4	4	4	3	4	4	4	3	2	3	3	2	2	2	4	4	4	3	3	3	5	3	2	3	3	3	4	3	4	3	3	3	4	3	3	4	3	
Mary Czerwinski	229	3.63	5	4	3	4	4	3	4	4	3	5	4	4	4	2	3	3	4	4	4	3	4	3	4	4	3	4	4	3	4	4	4	3	4	4	3	4	4	4	5	5	4	4	5	4	3	4	3	3	3	3	4	4	3	3	5	4	3	4	3	3	4	3	3	3	4	4	3	4	4	5	3	3	4	4	3	3	3	4	4	4	2	3	4	5	3	3	4	3	3	4	4	3	3	3	4	3	3	3	4	4	
C. De Mol	64	3.49	4	4	3	4	3	3	4	3	4	4	5	4	4	3	4	4	4	4	3	3	4	3	4	4	2	4	4	2	3	4	4	2	4	3	3	3	4	3	4	5	4	4	5	4	4	3	3	3	3	3	4	4	4	3	5	4	3	4	4	4	3	4	3	3	4	4	3	3	4	4	3	2	4	3	2	3	2	4	3	4	2	3	3	5	2	2	4	3	3	4	3	4	3	3	4	4	3	4	4	3	
Florian Kaltenberger	149	3.3	4	4	3	4	3	3	4	3	3	4	4	3	4	3	3	3	3	4	3	3	4	3	3	3	2	3	4	3	3	5	3	2	4	4	3	3	4	3	5	5	3	4	6	4	3	3	2	3	3	3	3	3	3	3	4	4	3	4	3	3	3	4	2	3	4	4	3	4	4	4	3	2	4	3	2	3	2	4	4	3	2	3	3	5	3	2	3	3	2	3	3	3	3	3	3	4	3	4	3	3	
Stanley B. Zdonik	190	3.72	5	4	4	4	4	2	4	4	4	4	5	3	4	3	4	4	4	4	3	3	5	3	4	4	3	4	4	3	4	5	3	3	5	4	3	4	4	4	5	5	3	4	5	4	4	4	3	3	3	3	4	4	4	3	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	3	3	4	4	3	3	2	4	4	4	2	3	4	5	3	3	3	3	3	4	4	4	3	4	4	4	3	4	4	4	
Tomoaki Ohtsuki	138	3.94	5	5	4	4	4	4	3	4	4	4	5	4	4	3	4	4	4	3	3	4	5	3	4	4	3	4	4	4	4	4	4	3	4	4	4	4	3	4	5	6	4	4	6	5	4	3	3	4	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	4	5	4	4	5	3	5	4	3	4	4	3	4	3	5	5	4	4	3	4	5	4	3	4	3	3	4	4	4	4	4	4	3	4	4	4	4	
Todd M. Austin	110	3.75	4	4	4	4	4	3	4	4	4	5	5	4	4	3	4	4	4	4	3	4	5	3	4	4	3	4	3	3	4	5	3	3	4	4	4	4	3	3	5	5	4	4	6	4	4	3	3	3	4	3	4	4	4	3	5	4	3	4	4	4	4	4	3	3	4	4	4	4	3	5	2	3	3	3	3	3	3	4	4	4	3	3	4	5	4	3	4	3	3	4	4	4	4	3	3	4	3	4	4	4	
Anthony Freeman	94	3.55	5	3	3	4	3	4	3	4	3	5	4	4	4	3	3	3	3	4	3	3	5	3	3	4	3	4	4	3	3	5	4	3	4	4	4	3	4	3	5	4	4	4	5	4	3	4	2	3	3	3	3	3	3	3	5	4	3	4	3	3	4	4	3	3	4	4	3	4	4	4	3	3	4	4	3	3	3	5	4	3	2	4	3	5	3	3	4	3	3	3	4	3	3	3	3	4	4	4	3	4	
Hazim Kemal Ekenel	77	3.66	4	4	3	4	3	3	3	3	4	4	4	4	4	4	4	4	4	3	4	3	4	4	4	3	3	3	4	3	4	5	3	3	4	4	3	4	4	4	5	5	4	4	5	5	4	4	3	3	3	3	4	3	4	3	5	3	3	5	4	4	4	4	3	3	4	4	3	4	4	5	4	3	3	3	3	3	2	4	4	4	3	3	4	5	3	3	4	3	3	3	3	4	4	3	3	4	4	4	3	4	
Soo-Chang Pei	124	4.1	5	4	4	4	4	4	4	4	4	5	5	5	5	3	4	4	4	4	4	4	5	4	4	4	3	4	3	4	4	5	4	3	3	4	4	4	4	4	6	5	5	4	6	5	4	3	3	4	4	4	4	4	4	4	5	4	4	4	4	4	4	3	3	4	5	5	4	5	4	5	4	3	4	4	3	4	3	5	5	4	4	3	4	6	3	3	5	4	4	4	4	4	4	4	4	4	4	5	4	4	
Peter Stone	212	3.31	4	4	3	3	3	3	4	3	2	4	4	4	4	2	2	2	4	4	3	3	4	3	3	4	2	4	4	2	3	4	2	2	4	4	3	3	4	3	5	4	4	4	6	4	2	3	3	3	3	3	4	4	2	3	5	4	3	4	2	2	3	4	3	3	4	4	3	3	3	4	4	2	4	3	2	3	2	5	4	4	3	3	3	5	3	2	4	3	3	3	3	2	3	3	4	4	3	4	3	3	
Olivier Audouin	64	3.89	4	4	4	4	4	3	3	4	4	4	5	4	4	4	4	4	4	4	4	4	5	4	4	4	3	4	5	3	4	5	4	3	5	4	4	4	4	4	5	5	4	4	5	5	4	4	3	3	3	3	4	4	4	3	5	4	4	5	4	4	4	4	3	4	4	5	4	4	4	5	4	3	4	3	3	3	3	5	4	4	3	3	4	5	3	3	4	3	3	3	3	4	4	3	4	4	4	4	3	4	
Giorgos Flouris	72	3.35	4	3	3	4	3	3	4	3	3	4	4	4	4	4	3	3	3	3	3	3	4	3	3	4	2	4	4	3	3	5	3	2	4	4	3	3	4	3	5	4	4	4	5	4	3	3	2	3	3	3	3	3	3	3	5	4	3	4	3	3	3	4	3	3	4	4	3	4	4	4	3	2	3	3	2	3	2	5	4	3	2	3	3	5	3	2	4	3	3	3	3	3	3	3	3	4	3	4	3	3	
Valery Naranjo	105	3.36	4	3	3	4	3	3	4	3	3	4	4	4	4	3	3	3	3	4	3	3	4	3	3	3	3	4	4	3	3	5	3	2	4	4	3	3	4	3	5	4	4	4	5	4	3	3	2	3	2	3	3	3	3	3	5	3	3	4	3	3	3	4	2	3	4	4	3	4	4	4	3	3	3	4	3	3	2	4	4	3	3	3	3	5	3	3	4	3	3	2	3	3	3	3	3	4	3	4	3	4	
Michael E. Matheny	99	3.96	5	4	4	4	4	3	4	4	4	5	5	4	4	3	4	4	4	4	4	3	4	4	4	4	3	4	4	4	4	5	3	3	5	4	4	4	4	4	4	5	4	4	6	5	4	4	3	3	4	3	4	4	4	4	6	4	3	4	4	4	4	4	3	4	5	4	4	5	4	5	4	3	3	3	3	3	3	5	4	4	3	4	4	6	4	3	4	3	4	4	4	4	3	4	4	4	4	4	4	4	
Maria Gl	12	3.8	4	4	3	4	4	4	4	4	3	5	5	3	4	3	3	3	3	4	4	4	5	4	4	4	3	4	4	3	4	5	4	3	5	4	4	4	4	4	5	5	3	5	6	4	3	4	3	3	3	3	4	4	3	3	4	4	4	5	3	3	4	4	3	4	5	5	4	4	4	4	4	3	4	4	3	3	3	5	4	3	3	4	3	5	3	3	3	4	2	4	4	3	4	3	4	4	4	4	4	4	
Kyoung Moon Lim	17	4.59	6	5	5	5	5	5	5	5	5	5	5	5	5	4	5	5	4	5	4	4	5	4	4	4	4	5	5	4	5	6	4	3	5	5	4	4	5	4	5	6	5	5	7	6	5	4	3	4	4	4	4	4	5	4	6	5	4	5	5	5	5	5	3	4	5	5	4	5	5	5	4	4	5	5	4	4	3	5	5	4	4	4	4	6	4	4	5	4	4	4	4	5	5	4	4	5	4	5	4	5	
Peter Couvares	208	3.84	5	5	4	4	4	3	4	4	3	5	4	3	4	3	3	3	4	4	3	4	5	4	4	4	3	4	4	4	4	5	4	3	5	4	4	4	4	4	5	6	3	4	6	5	3	4	3	4	4	3	4	4	3	4	5	4	4	4	3	3	4	3	3	4	3	4	2	4	4	5	3	3	4	4	3	4	3	4	5	4	3	4	4	5	4	3	3	3	3	4	4	3	4	4	3	5	3	4	4	4	
Christopher J. Taylor	138	3.72	4	4	4	4	3	4	4	4	4	5	5	4	4	4	4	4	4	4	3	3	5	3	3	4	3	3	4	2	3	5	4	3	4	4	4	4	4	4	5	4	4	4	5	4	4	3	3	2	3	3	4	3	4	3	5	4	3	4	4	4	4	4	3	3	4	3	3	4	4	5	4	3	4	4	3	3	3	5	4	4	3	3	4	5	3	3	4	3	3	4	4	4	3	3	3	4	3	4	4	4	
Joonsoo Bae	21	4.13	5	5	4	4	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	5	3	4	5	3	4	4	3	4	5	4	3	5	4	4	4	4	4	5	6	4	5	6	5	4	4	3	4	4	4	4	4	4	4	5	4	3	5	4	4	4	4	4	4	5	5	4	5	4	5	4	3	4	4	3	4	3	5	4	4	4	4	4	6	4	3	4	3	3	4	4	4	4	4	4	5	4	4	4	4	
Wen Wang	246	3.33	4	3	3	4	3	3	3	4	3	4	4	3	3	3	3	3	3	4	3	3	5	3	3	4	3	3	4	2	3	4	3	2	4	4	3	3	3	3	5	4	3	4	5	4	3	3	2	2	3	3	3	3	3	3	5	4	3	4	3	3	4	3	3	3	4	4	3	4	3	4	3	3	4	3	3	3	3	4	4	3	3	3	3	5	3	3	3	3	3	3	3	3	3	3	3	4	3	4	3	4	
Jukka Riekki	143	3.83	4	4	4	4	4	4	4	3	4	5	5	4	4	4	4	4	4	3	4	4	5	4	3	4	3	3	4	3	4	4	4	2	4	4	3	4	4	4	5	5	4	4	6	5	4	4	3	3	4	3	4	3	4	3	5	4	3	5	4	4	4	3	3	4	4	5	3	4	3	5	4	3	4	4	3	3	3	5	4	4	3	3	4	5	4	3	4	3	3	4	3	4	4	3	3	4	4	4	4	4	
Giacomo R. Sechi	68	4.11	4	5	4	5	4	4	4	4	4	5	5	4	5	4	4	4	4	4	4	4	5	4	4	4	3	5	4	3	4	5	4	3	5	4	4	4	4	4	5	6	4	5	6	5	4	4	3	4	4	3	4	4	4	4	5	3	4	5	4	4	4	4	3	4	5	5	4	4	4	5	4	3	4	4	3	3	3	5	4	4	4	4	4	6	3	3	4	4	3	4	4	4	4	4	4	4	4	5	4	4	
Victoria Bellotti	121	3.69	4	4	3	4	3	4	3	3	4	5	5	3	4	3	4	4	3	4	4	3	4	3	4	4	3	4	4	3	4	5	4	2	4	4	3	4	4	4	5	5	3	5	6	4	4	4	3	3	3	2	4	4	4	3	5	4	3	5	4	4	3	4	3	3	4	5	3	4	4	4	3	3	4	3	3	3	2	4	4	3	3	4	4	5	3	3	3	3	3	4	3	4	4	3	4	4	4	4	3	4	
Tong Zhao	80	3.76	5	4	4	4	4	4	3	4	4	4	4	4	4	3	4	4	4	3	3	3	4	3	3	4	3	4	4	3	3	5	4	3	4	4	4	4	4	3	5	5	4	4	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	4	4	3	4	3	5	4	3	3	4	3	3	3	4	4	4	3	3	4	5	3	3	4	3	3	4	4	4	3	4	3	4	4	5	3	4	
Thomas E. Anderson	163	3.73	5	4	4	4	3	3	4	4	4	5	4	3	4	3	4	4	4	3	3	3	5	3	4	4	3	4	4	3	4	5	4	3	4	4	3	4	4	3	5	5	3	5	6	4	4	3	3	3	4	3	4	4	4	3	5	4	2	4	4	4	4	3	3	3	4	4	4	4	3	5	3	3	4	4	3	3	3	4	4	4	4	4	4	5	4	3	3	2	3	4	4	4	3	3	4	4	2	4	4	4	
Hiroshi Tamura	94	3.55	4	4	3	4	3	3	3	3	4	4	5	4	4	4	4	4	4	4	3	3	4	3	4	4	2	4	4	3	3	4	4	2	4	4	3	3	4	2	5	5	4	4	6	4	4	3	3	3	3	3	4	4	4	3	5	4	3	4	4	4	3	4	3	3	3	4	3	4	3	4	4	2	3	3	2	3	2	5	4	4	3	3	3	5	3	2	4	3	3	4	3	4	3	3	4	4	3	4	4	3	
Huub Scholten	52	4.16	5	4	4	5	4	4	4	4	4	5	5	4	4	4	4	4	4	4	4	4	5	4	4	5	3	4	5	3	4	5	4	3	5	5	4	4	4	4	4	5	4	5	6	5	4	4	3	3	4	3	4	4	4	4	5	5	4	5	4	4	4	4	4	4	5	5	4	5	5	5	4	3	4	4	3	4	3	5	5	4	3	4	4	5	4	3	4	4	3	4	4	4	4	4	4	5	4	5	4	4	
Jing Cai	81	3.75	4	4	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	4	3	3	5	3	3	4	3	4	4	3	4	5	4	3	4	4	4	4	4	4	5	5	4	4	6	4	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	5	4	3	3	3	5	4	3	3	4	3	3	2	4	4	4	3	3	3	5	3	3	4	3	4	3	3	4	3	4	3	4	4	4	4	4	
Christian Schmidt	83	3.63	4	4	4	3	3	3	4	3	4	5	4	4	4	3	4	4	3	4	4	3	5	3	3	4	3	3	4	2	3	5	3	3	4	4	4	3	4	4	4	4	4	4	5	4	4	4	3	2	3	3	4	3	4	3	5	4	3	4	4	4	4	4	3	3	5	4	3	3	3	4	4	3	4	4	3	3	3	5	4	3	3	3	4	5	3	3	4	3	3	4	4	4	3	3	3	4	3	4	4	4	
Mads Nielsen	124	3.54	5	3	3	4	3	4	4	3	3	5	4	4	4	4	3	3	3	4	4	3	5	3	3	4	3	4	4	3	4	5	4	3	4	3	4	3	4	3	4	4	4	4	5	4	3	4	2	3	3	3	3	3	3	2	5	3	4	5	3	3	4	4	3	3	4	4	3	4	3	4	3	3	4	3	3	3	3	5	4	3	2	3	3	5	3	3	4	3	3	3	4	3	4	3	3	4	4	4	3	4	
Peilin Song	199	3.54	4	4	4	4	4	3	4	4	4	4	4	3	4	3	4	4	3	4	3	3	4	3	3	3	3	4	4	3	4	5	3	2	5	4	3	3	4	3	5	5	3	4	6	4	4	3	2	3	3	3	3	3	4	3	5	4	3	4	4	4	4	3	2	3	4	4	3	4	4	4	3	3	4	4	3	3	2	4	4	3	3	3	3	5	3	3	3	3	3	3	3	4	4	3	3	4	3	4	3	4	
Chi-Sheng Shih	129	4.07	5	5	4	4	4	4	4	4	5	5	4	4	4	4	5	5	4	3	3	4	5	3	4	4	3	4	2	4	4	5	4	3	5	4	4	4	3	4	5	5	4	4	6	5	5	3	3	4	4	4	4	4	5	4	5	4	4	4	5	5	4	4	3	4	4	5	4	4	3	5	4	3	4	4	3	4	3	5	5	4	4	3	4	6	4	3	4	3	4	4	4	5	4	4	3	3	4	5	4	4	
Mitchel Resnick	84	3.76	4	4	3	4	4	4	3	3	4	5	5	4	4	3	4	4	3	4	4	3	4	3	4	4	3	4	4	3	4	5	4	2	4	4	3	4	4	4	5	5	4	5	6	4	4	4	3	3	3	2	4	4	4	3	5	4	3	5	4	4	4	4	3	4	4	5	4	4	4	4	3	3	4	3	3	3	2	4	4	3	3	4	4	5	3	3	4	3	3	4	3	4	4	3	4	4	4	4	3	4	
Hao He	100	3.7	4	4	4	4	3	3	3	3	4	4	4	4	4	3	4	4	4	3	3	3	5	3	3	4	3	4	3	3	4	5	4	3	4	4	4	4	3	4	5	5	4	4	6	5	4	4	3	3	3	3	4	4	4	3	5	4	2	4	4	4	4	3	3	3	5	4	4	4	3	4	4	3	3	4	3	3	3	4	4	4	3	3	4	5	3	3	4	3	3	4	4	4	3	3	3	4	4	4	4	4	
Brian A. Floyd	59	4.07	5	5	4	4	3	4	4	4	5	5	4	5	5	4	5	5	4	4	4	3	5	3	4	4	3	4	4	3	4	5	4	3	4	4	4	4	4	4	5	5	5	5	6	5	5	4	3	3	4	3	4	4	5	4	6	4	2	5	5	5	4	3	3	3	5	4	3	4	3	5	4	3	4	4	3	4	3	4	4	4	4	3	4	6	3	3	5	3	4	4	4	5	4	4	3	4	4	5	4	4	
Marc St	73	3.48	4	3	3	4	3	4	4	3	3	5	4	4	4	3	3	3	3	3	4	3	5	3	3	3	3	4	4	3	4	5	3	3	4	4	3	3	4	3	5	4	4	4	5	4	3	4	2	3	3	3	3	3	3	3	5	3	3	4	3	3	4	4	3	3	4	4	3	4	3	4	4	3	3	4	3	3	2	4	4	3	3	3	3	5	3	3	4	3	3	3	3	3	4	3	3	4	4	4	3	4	
James Blythe	26	3.83	5	4	4	5	4	4	4	4	2	5	4	3	4	3	2	2	4	4	3	4	5	3	4	4	3	5	4	3	4	6	4	3	5	4	4	4	4	4	5	5	3	5	6	5	2	4	3	4	4	3	4	4	2	4	5	4	4	4	2	2	4	4	3	4	3	5	3	4	4	5	4	3	4	4	3	4	3	5	4	4	4	4	4	5	4	3	3	3	3	4	4	2	4	4	4	5	3	4	4	4	
Alessandro Mauro	34	4.31	5	5	4	4	4	4	4	4	5	5	5	5	5	4	5	5	4	5	4	4	5	4	4	4	3	5	5	4	4	6	4	3	5	4	4	4	4	4	5	6	5	5	6	5	5	4	3	4	4	3	4	4	5	4	6	4	4	5	5	5	4	5	3	4	4	4	4	4	5	5	4	3	4	4	3	3	3	5	5	4	3	4	4	6	4	3	5	4	4	4	4	5	4	4	4	5	4	5	4	4	
Gisele L. Pappa	84	3.43	4	3	3	4	3	3	3	3	3	5	4	3	4	3	3	3	3	4	4	3	4	3	3	4	3	4	4	3	4	5	3	2	4	4	3	3	4	3	5	4	3	4	5	4	3	4	2	3	3	2	3	3	3	3	4	4	3	5	3	3	4	4	3	4	4	4	3	4	4	4	3	3	4	3	3	3	2	4	4	3	3	4	3	5	3	3	3	3	2	3	3	3	4	3	3	4	3	4	3	4	
Ken Kennedy	167	3.6	4	4	3	4	3	3	3	4	3	5	4	3	4	3	3	3	4	3	3	3	5	3	3	4	3	4	4	3	4	5	3	3	5	4	4	4	4	4	5	5	3	4	6	4	3	4	3	3	4	3	4	4	3	4	5	4	3	3	3	3	4	3	3	3	3	5	3	4	3	5	4	3	3	3	3	3	3	4	4	4	3	3	3	5	3	3	3	3	3	4	4	3	4	4	3	4	3	3	4	4	
Sriram Srinivasan	45	4.08	5	4	4	4	4	3	4	4	4	5	5	4	5	4	4	4	4	5	3	4	5	4	4	4	3	4	5	3	4	5	4	3	5	4	4	4	4	4	6	5	4	5	6	5	4	4	3	3	4	3	4	4	4	4	5	4	3	5	4	4	4	4	3	4	5	5	3	4	4	5	4	3	4	4	3	4	3	5	4	4	4	4	4	6	4	3	4	3	4	4	4	4	4	4	4	3	4	5	4	4	
Barbara Tversky	57	4.01	5	4	4	4	4	4	4	3	4	5	5	4	5	4	4	4	4	5	4	4	4	4	4	4	4	4	4	3	4	5	4	2	4	4	3	4	4	4	5	5	4	5	6	4	4	4	3	3	4	3	4	4	4	4	6	4	3	4	4	4	4	4	3	4	5	4	4	4	4	5	4	4	4	4	3	3	3	5	4	4	3	4	4	6	4	4	4	3	4	4	4	4	3	4	3	4	4	3	4	5	
Thomas Hofmann	104	3.52	4	4	3	4	3	3	4	3	4	4	5	4	4	3	4	4	4	4	3	3	4	3	4	4	2	4	4	3	3	5	3	2	4	4	3	3	3	3	4	5	4	4	6	4	4	3	3	3	3	3	4	3	4	3	5	3	3	4	4	4	3	4	3	4	4	4	3	4	4	4	3	2	3	3	2	2	2	5	4	4	3	3	3	5	3	2	4	3	3	4	3	4	3	3	3	4	3	4	4	3	
Kai Yang	250	3.69	4	4	3	3	3	4	3	4	4	4	4	4	4	3	4	4	4	3	3	3	5	3	3	4	3	4	3	3	4	5	4	3	4	4	4	4	3	4	5	5	4	4	5	5	4	4	3	3	4	3	4	4	4	4	5	4	3	4	4	4	4	3	3	3	4	4	4	4	3	5	4	3	3	3	3	3	3	4	4	4	3	3	4	5	3	3	4	2	3	3	3	4	3	4	3	4	4	4	4	4	
Valtteri Julkunen	8	4.23	5	4	4	5	3	4	4	4	4	5	5	5	5	4	4	4	4	5	4	4	5	4	4	4	3	4	5	3	4	6	4	3	5	5	4	4	5	4	5	5	5	5	6	5	4	4	3	3	4	3	4	4	4	4	6	4	4	5	4	4	4	5	3	4	5	5	4	5	4	5	4	3	4	4	3	4	3	5	5	4	3	4	4	6	4	3	5	4	4	4	4	4	4	4	4	5	4	5	4	4	
Olivier Pereira	60	3.32	4	3	3	4	3	3	4	3	3	4	4	4	4	3	3	3	3	4	3	3	4	3	3	4	2	4	4	3	3	5	4	2	4	4	3	3	3	3	4	4	4	4	5	4	3	3	2	3	3	3	3	3	3	3	5	3	4	4	3	3	3	4	3	3	4	4	3	4	4	4	3	2	3	3	2	2	2	5	4	3	2	3	3	5	3	2	4	3	3	3	3	3	3	3	3	3	3	4	3	3	
